Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
ENSGALG00000001943	ENSGALT00000003008	RHBDF2
ENSGALG00000008798	ENSGALT00000014303	ZMYND19
ENSGALG00000008750	ENSGALT00000014239	DPH7
ENSGALG00000008736	ENSGALT00000040268	PNPLA7
ENSGALG00000001955	ENSGALT00000003024	AANAT
ENSGALG00000001971	ENSGALT00000003062	UBE2O
ENSGALG00000008681	ENSGALT00000014129	NSMF
ENSGALG00000026834	ENSGALT00000045342	PPAP2C
ENSGALG00000023541	ENSGALT00000039121	SPHK1
ENSGALG00000021539	ENSGALT00000002885	PRPSAP1
ENSGALG00000029174	ENSGALT00000043730	
ENSGALG00000021318	ENSGALT00000034371	
ENSGALG00000008630	ENSGALT00000014066	TPRN
ENSGALG00000008630	ENSGALT00000046003	TPRN
ENSGALG00000008625	ENSGALT00000014053	ANAPC2
ENSGALG00000003238	ENSGALT00000005124	GNA11
ENSGALG00000013378	ENSGALT00000021823	
ENSGALG00000002008	ENSGALT00000003128	RNF157
ENSGALG00000008616	ENSGALT00000014039	GTF2H4
ENSGALG00000002050	ENSGALT00000034822	EXOC7
ENSGALG00000002050	ENSGALT00000003188	EXOC7
ENSGALG00000008596	ENSGALT00000013998	FAM166A
ENSGALG00000008586	ENSGALT00000013980	TUBB4B
ENSGALG00000023909	ENSGALT00000040222	
ENSGALG00000013369	ENSGALT00000021812	NCLN
ENSGALG00000008532	ENSGALT00000013905	COBRA1
ENSGALG00000002074	ENSGALT00000003225	
ENSGALG00000027147	ENSGALT00000042764	
ENSGALG00000002088	ENSGALT00000002899	GALR2
ENSGALG00000002062	ENSGALT00000003210	SRP68
ENSGALG00000008518	ENSGALT00000013873	
ENSGALG00000026716	ENSGALT00000045397	CELF5
ENSGALG00000002108	ENSGALT00000003290	EVPL
ENSGALG00000027426	ENSGALT00000045160	
ENSGALG00000008475	ENSGALT00000013811	ARRDC1
ENSGALG00000012860	ENSGALT00000020974	HSD11B1L
ENSGALG00000028111	ENSGALT00000042845	
ENSGALG00000008472	ENSGALT00000013807	EHMT1
ENSGALG00000008472	ENSGALT00000040177	EHMT1
ENSGALG00000008462	ENSGALT00000029434	CDK3
ENSGALG00000002116	ENSGALT00000003305	C18H17ORF106
ENSGALG00000002159	ENSGALT00000003381	ACOX1
ENSGALG00000026847	ENSGALT00000045698	C19orf70
ENSGALG00000013365	ENSGALT00000021807	
ENSGALG00000002179	ENSGALT00000003413	FBF1
ENSGALG00000008456	ENSGALT00000040102	S6
ENSGALG00000008456	ENSGALT00000040094	S6
ENSGALG00000001948	ENSGALT00000003015	
ENSGALG00000002194	ENSGALT00000003433	MRPL38
ENSGALG00000028301	ENSGALT00000045376	TRIM47
ENSGALG00000002219	ENSGALT00000003475	WBP2
ENSGALG00000002234	ENSGALT00000003497	UNC13D
ENSGALG00000023872	ENSGALT00000040078	FAM129B
ENSGALG00000002278	ENSGALT00000003571	UNK
ENSGALG00000007196	ENSGALT00000011649	STXBP1
ENSGALG00000006310	ENSGALT00000010203	DFNB31
ENSGALG00000027354	ENSGALT00000044756	MPND
ENSGALG00000025907	ENSGALT00000044229	ZBTB7A
ENSGALG00000001836	ENSGALT00000002839	PIAS4
ENSGALG00000007190	ENSGALT00000011643	ATP6V1G1
ENSGALG00000001830	ENSGALT00000002831	EEF2
ENSGALG00000001830	ENSGALT00000045049	EEF2
ENSGALG00000002286	ENSGALT00000003591	H3F3B
ENSGALG00000002286	ENSGALT00000042805	H3F3B
ENSGALG00000027306	ENSGALT00000045872	
ENSGALG00000027936	ENSGALT00000043181	DAPK3
ENSGALG00000002290	ENSGALT00000003602	
ENSGALG00000002389	ENSGALT00000003760	ITGB4
ENSGALG00000002311	ENSGALT00000003634	GALK1
ENSGALG00000025751	ENSGALT00000044647	NMRK2
ENSGALG00000002415	ENSGALT00000003804	SAP30BP
ENSGALG00000002424	ENSGALT00000003814	RECQL5
ENSGALG00000007186	ENSGALT00000011638	C9orf91
ENSGALG00000002427	ENSGALT00000003817	SMIM5
ENSGALG00000002444	ENSGALT00000038966	
ENSGALG00000007174	ENSGALT00000040053	ChTL1A
ENSGALG00000007121	ENSGALT00000011536	TNFSF8
ENSGALG00000001812	ENSGALT00000041255	ATCAY
ENSGALG00000007113	ENSGALT00000011523	TNC
ENSGALG00000002719	ENSGALT00000038956	CSNK1D
ENSGALG00000002728	ENSGALT00000004306	SLC16A3
ENSGALG00000002747	ENSGALT00000038914	FASN
ENSGALG00000002747	ENSGALT00000004336	FASN
ENSGALG00000007079	ENSGALT00000011469	PAPPA
ENSGALG00000021647	ENSGALT00000035097	NRTN
ENSGALG00000007197	ENSGALT00000011650	
ENSGALG00000001800	ENSGALT00000002780	
ENSGALG00000002827	ENSGALT00000004462	GPS1
ENSGALG00000002841	ENSGALT00000004482	RFNG
ENSGALG00000007038	ENSGALT00000011395	ASTN2
ENSGALG00000002849	ENSGALT00000004493	DCXR
ENSGALG00000002859	ENSGALT00000004513	RAC3
ENSGALG00000002877	ENSGALT00000004537	LRRC45
ENSGALG00000002889	ENSGALT00000004555	ASPSCR1
ENSGALG00000002900	ENSGALT00000004579	NOTUM
ENSGALG00000002923	ENSGALT00000004614	
ENSGALG00000002932	ENSGALT00000034721	NME2
ENSGALG00000002954	ENSGALT00000004668	MBTD1
ENSGALG00000024381	ENSGALT00000041247	
ENSGALG00000002985	ENSGALT00000004723	UTP18
ENSGALG00000002993	ENSGALT00000004742	CA10
ENSGALG00000001773	ENSGALT00000002724	RFX2
ENSGALG00000003011	ENSGALT00000034713	TOM1L1
ENSGALG00000007050	ENSGALT00000011421	
ENSGALG00000007003	ENSGALT00000011337	
ENSGALG00000027190	ENSGALT00000043415	COX11
ENSGALG00000003033	ENSGALT00000004800	STXBP4
ENSGALG00000007001	ENSGALT00000011333	TLR4
ENSGALG00000006997	ENSGALT00000011328	BRINP1
ENSGALG00000006987	ENSGALT00000011318	
ENSGALG00000006971	ENSGALT00000011292	CDK5RAP2
ENSGALG00000003059	ENSGALT00000004832	HLF
ENSGALG00000003078	ENSGALT00000004865	MMD
ENSGALG00000026465	ENSGALT00000044444	TMEM100
ENSGALG00000001749	ENSGALT00000002682	ACSBG2
ENSGALG00000001749	ENSGALT00000045836	ACSBG2
ENSGALG00000003099	ENSGALT00000004896	PCTP
ENSGALG00000003105	ENSGALT00000038814	ANKFN1
ENSGALG00000001596	ENSGALT00000002422	MLLT1
ENSGALG00000003110	ENSGALT00000004910	
ENSGALG00000024428	ENSGALT00000041341	C18H17ORF67
ENSGALG00000003131	ENSGALT00000004950	DGKE
ENSGALG00000003144	ENSGALT00000004971	TRIM25
ENSGALG00000001592	ENSGALT00000002417	ACER1
ENSGALG00000011585	ENSGALT00000018918	
ENSGALG00000003158	ENSGALT00000004998	COIL
ENSGALG00000001580	ENSGALT00000002401	ANP32B
ENSGALG00000003185	ENSGALT00000005054	SCPEP1
ENSGALG00000023838	ENSGALT00000039989	MEGF9
ENSGALG00000024378	ENSGALT00000041234	ZNF414
ENSGALG00000006958	ENSGALT00000011272	
ENSGALG00000001571	ENSGALT00000002387	MYO1F
ENSGALG00000003227	ENSGALT00000005109	RAB11FIP4
ENSGALG00000021479	ENSGALT00000034695	
ENSGALG00000003260	ENSGALT00000005162	UTP6
ENSGALG00000003277	ENSGALT00000005180	SUZ12
ENSGALG00000003284	ENSGALT00000005193	CRLF3
ENSGALG00000003294	ENSGALT00000005217	ATAD5
ENSGALG00000001544	ENSGALT00000002347	ADAMTS10
ENSGALG00000001486	ENSGALT00000002254	ZAP70
ENSGALG00000003319	ENSGALT00000005258	ADAP2
ENSGALG00000025797	ENSGALT00000043723	
ENSGALG00000005099	ENSGALT00000008177	ogchi
ENSGALG00000005095	ENSGALT00000008172	SLC25A25
ENSGALG00000003397	ENSGALT00000005372	RHOT1
ENSGALG00000001440	ENSGALT00000002192	ACTL9
ENSGALG00000003426	ENSGALT00000005419	RHBDL3
ENSGALG00000001414	ENSGALT00000002155	MUC16
ENSGALG00000000803	ENSGALT00000001164	
ENSGALG00000000806	ENSGALT00000001168	LINGO3
ENSGALG00000000807	ENSGALT00000001169	
ENSGALG00000027734	ENSGALT00000045420	NAIF1
ENSGALG00000000810	ENSGALT00000041218	C19orf35
ENSGALG00000003434	ENSGALT00000005437	C17orf75
ENSGALG00000005074	ENSGALT00000008132	FAM102A
ENSGALG00000000812	ENSGALT00000041222	OAZ1
ENSGALG00000000819	ENSGALT00000001193	
ENSGALG00000011146	ENSGALT00000018179	RECQL4
ENSGALG00000005066	ENSGALT00000008122	DPM2
ENSGALG00000024368	ENSGALT00000041215	AMH
ENSGALG00000005063	ENSGALT00000008118	ST6GALNAC4
ENSGALG00000005298	ENSGALT00000008495	ST6GALNAC6
ENSGALG00000000534	ENSGALT00000000738	il-1beta
ENSGALG00000021679	ENSGALT00000001207	SF3A2
ENSGALG00000003454	ENSGALT00000005471	ZNF207
ENSGALG00000029150	ENSGALT00000043760	AK1
ENSGALG00000027537	ENSGALT00000044045	
ENSGALG00000005060	ENSGALT00000039898	ENG
ENSGALG00000000835	ENSGALT00000041212	PLEKHJ1
ENSGALG00000005051	ENSGALT00000008101	FPGS
ENSGALG00000024367	ENSGALT00000041210	
ENSGALG00000000843	ENSGALT00000001236	DOT1L
ENSGALG00000000996	ENSGALT00000001472	AP3D1
ENSGALG00000003476	ENSGALT00000005503	ERN1
ENSGALG00000005045	ENSGALT00000008092	CDK9
ENSGALG00000005036	ENSGALT00000008075	SH2D3C
ENSGALG00000026424	ENSGALT00000043220	TOR2A
ENSGALG00000004992	ENSGALT00000007997	TTC16
ENSGALG00000004992	ENSGALT00000007994	TTC16
ENSGALG00000004992	ENSGALT00000043137	TTC16
ENSGALG00000004986	ENSGALT00000007990	CERCAM
ENSGALG00000003496	ENSGALT00000034662	TEX2
ENSGALG00000004971	ENSGALT00000007972	URM1
ENSGALG00000003515	ENSGALT00000005557	PECAM1
ENSGALG00000004965	ENSGALT00000007962	SLC27A4
ENSGALG00000010442	ENSGALT00000017003	MOB3A
ENSGALG00000003845	ENSGALT00000006110	MKNK2
ENSGALG00000004927	ENSGALT00000007881	COQ4
ENSGALG00000021461	ENSGALT00000034655	MILR1
ENSGALG00000003520	ENSGALT00000005570	POLG2
ENSGALG00000004920	ENSGALT00000007872	TRUB2
ENSGALG00000001019	ENSGALT00000001502	BTBD2
ENSGALG00000003532	ENSGALT00000005586	DDX5
ENSGALG00000027540	ENSGALT00000040282	CSNK1G2
ENSGALG00000003540	ENSGALT00000005602	CEP95
ENSGALG00000003566	ENSGALT00000005647	SMURF2
ENSGALG00000003584	ENSGALT00000005672	KPNA2
ENSGALG00000003590	ENSGALT00000034629	C17orf58
ENSGALG00000004881	ENSGALT00000007792	
ENSGALG00000003627	ENSGALT00000005741	BPTF
ENSGALG00000001030	ENSGALT00000001527	SCAMP4
ENSGALG00000001035	ENSGALT00000001533	
ENSGALG00000004852	ENSGALT00000007750	DNM1
ENSGALG00000003650	ENSGALT00000005785	NOL11
ENSGALG00000026816	ENSGALT00000044283	PITPNC1
ENSGALG00000026225	ENSGALT00000045765	
ENSGALG00000014589	ENSGALT00000023521	
ENSGALG00000027152	ENSGALT00000043336	
ENSGALG00000018810	ENSGALT00000029695	ABHD17A
ENSGALG00000001043	ENSGALT00000001557	REXO1
ENSGALG00000027771	ENSGALT00000045934	CACNG1
ENSGALG00000026091	ENSGALT00000042721	CACNG4
ENSGALG00000003911	ENSGALT00000006226	
ENSGALG00000025950	ENSGALT00000045861	
ENSGALG00000004783	ENSGALT00000007637	C17H9ORF16
ENSGALG00000004779	ENSGALT00000007631	PTGES2
ENSGALG00000001084	ENSGALT00000041186	ATP8B3
ENSGALG00000004767	ENSGALT00000007603	ODF2
ENSGALG00000028883	ENSGALT00000045650	NOL11
ENSGALG00000004738	ENSGALT00000007546	GLE1
ENSGALG00000003668	ENSGALT00000005813	
ENSGALG00000003700	ENSGALT00000005864	PSMD12
ENSGALG00000027346	ENSGALT00000045009	PNPO
ENSGALG00000021439	ENSGALT00000005876	
ENSGALG00000028753	ENSGALT00000046076	
ENSGALG00000027469	ENSGALT00000044345	
ENSGALG00000004719	ENSGALT00000039770	SPTAN1
ENSGALG00000026393	ENSGALT00000045895	HOXC12
ENSGALG00000028915	ENSGALT00000043724	
ENSGALG00000025784	ENSGALT00000042712	
ENSGALG00000003900	ENSGALT00000006197	CACNG1
ENSGALG00000028125	ENSGALT00000045133	CACNG4
ENSGALG00000026628	ENSGALT00000043235	
ENSGALG00000003943	ENSGALT00000006288	PRKCA
ENSGALG00000003957	ENSGALT00000006308	APOH
ENSGALG00000003975	ENSGALT00000006331	CEP112
ENSGALG00000028081	ENSGALT00000042998	ONECUT3
ENSGALG00000001093	ENSGALT00000001637	TCF3
ENSGALG00000001093	ENSGALT00000041183	TCF3
ENSGALG00000004021	ENSGALT00000006404	AXIN2
ENSGALG00000024355	ENSGALT00000041173	
ENSGALG00000001096	ENSGALT00000001642	UQCR11
ENSGALG00000004060	ENSGALT00000006461	RGS9
ENSGALG00000001101	ENSGALT00000041172	MBD3
ENSGALG00000001108	ENSGALT00000001662	MIER2
ENSGALG00000028874	ENSGALT00000035502	
ENSGALG00000028645	ENSGALT00000035698	
ENSGALG00000001121	ENSGALT00000001690	SH3GL1
ENSGALG00000025779	ENSGALT00000044494	
ENSGALG00000001126	ENSGALT00000001695	CHAF1A
ENSGALG00000028160	ENSGALT00000043081	
ENSGALG00000001146	ENSGALT00000001723	UBXN6
ENSGALG00000027068	ENSGALT00000045430	
ENSGALG00000028440	ENSGALT00000043824	GNA13
ENSGALG00000004162	ENSGALT00000006617	SLC16A6
ENSGALG00000004193	ENSGALT00000006665	ARSG
ENSGALG00000004215	ENSGALT00000006701	WIPI1
ENSGALG00000021972	ENSGALT00000035511	
ENSGALG00000001171	ENSGALT00000001774	SEMA6B
ENSGALG00000004237	ENSGALT00000034558	PRKAR1A
ENSGALG00000004183	ENSGALT00000006649	FAM20A
ENSGALG00000021399	ENSGALT00000006909	
ENSGALG00000021395	ENSGALT00000034529	
ENSGALG00000004333	ENSGALT00000006907	ABCA5
ENSGALG00000004370	ENSGALT00000006971	MAP2K6
ENSGALG00000004376	ENSGALT00000006978	IRK1
ENSGALG00000004386	ENSGALT00000038513	Sox9
ENSGALG00000004413	ENSGALT00000007033	SLC39A11
ENSGALG00000001235	ENSGALT00000001874	ANKRD24
ENSGALG00000001245	ENSGALT00000001890	SIRT6
ENSGALG00000004702	ENSGALT00000007489	WDR34
ENSGALG00000027149	ENSGALT00000045608	
ENSGALG00000001252	ENSGALT00000001900	CREB3L3
ENSGALG00000001267	ENSGALT00000001934	MAP2K2
ENSGALG00000014755	ENSGALT00000030486	PRSS2
ENSGALG00000004429	ENSGALT00000038502	COG1
ENSGALG00000004429	ENSGALT00000007053	COG1
ENSGALG00000001289	ENSGALT00000001968	SHC2
ENSGALG00000004701	ENSGALT00000007488	SET
ENSGALG00000026401	ENSGALT00000043735	FAM104A
ENSGALG00000004439	ENSGALT00000007063	ATP5J2
ENSGALG00000004689	ENSGALT00000007470	PKN3
ENSGALG00000004441	ENSGALT00000007066	CPSF4L
ENSGALG00000023364	ENSGALT00000038499	CDC42EP4
ENSGALG00000004464	ENSGALT00000007104	SDK2
ENSGALG00000001465	ENSGALT00000002220	RPL38
ENSGALG00000001317	ENSGALT00000002009	
ENSGALG00000026940	ENSGALT00000046149	TTYH2
ENSGALG00000028341	ENSGALT00000045496	MADCAM1
ENSGALG00000026780	ENSGALT00000044521	TPGS1
ENSGALG00000024332	ENSGALT00000041135	CDC34
ENSGALG00000018778	ENSGALT00000029664	SLC48A1
ENSGALG00000026626	ENSGALT00000046071	SLC44A2
ENSGALG00000004495	ENSGALT00000007161	DNAI2
ENSGALG00000001328	ENSGALT00000002022	BSG
ENSGALG00000001342	ENSGALT00000002048	HCN2
ENSGALG00000004664	ENSGALT00000007431	ZDHHC12
ENSGALG00000004659	ENSGALT00000007424	ZER1
ENSGALG00000004502	ENSGALT00000007173	KIF19
ENSGALG00000001377	ENSGALT00000002098	POLRMT
ENSGALG00000028223	ENSGALT00000044532	
ENSGALG00000026444	ENSGALT00000043861	
ENSGALG00000001385	ENSGALT00000002107	FGF22
ENSGALG00000023359	ENSGALT00000038481	BTBD17
ENSGALG00000022536	ENSGALT00000036111	GPR142
ENSGALG00000021362	ENSGALT00000034466	GPRC5C
ENSGALG00000001399	ENSGALT00000002126	RNF126
ENSGALG00000026055	ENSGALT00000002862	
ENSGALG00000004505	ENSGALT00000007177	CCDC137
ENSGALG00000004645	ENSGALT00000007398	
ENSGALG00000004514	ENSGALT00000007189	PDE6G
ENSGALG00000004525	ENSGALT00000007203	TSPAN10
ENSGALG00000004583	ENSGALT00000007292	NPLOC4
ENSGALG00000026221	ENSGALT00000042693	
