Gene stable ID	Transcript stable ID	Gene name
YNR013C	YNR013C	PHO91
YJR077C	YJR077C	MIR1
YDR376W	YDR376W	ARH1
YJL120W	YJL120W	
YPR078C	YPR078C	
YGL058W	YGL058W	RAD6
YFL005W	YFL005W	SEC4
YMR284W	YMR284W	YKU70
YML061C	YML061C	PIF1
YJL139C	YJL139C	YUR1
Q0045	Q0045	COX1
YDL129W	YDL129W	
YLR449W	YLR449W	FPR4
YAL037C-B	YAL037C-B	
YLR021W	YLR021W	IRC25
YDL007W	YDL007W	RPT2
YOR145C	YOR145C	PNO1
YMR317W	YMR317W	
YKR069W	YKR069W	MET1
YOR287C	YOR287C	RRP36
YIL122W	YIL122W	POG1
YHR071C-A	YHR071C-A	
YPL218W	YPL218W	SAR1
YGR296C-B	YGR296C-B	
YPR037C	YPR037C	ERV2
YLR080W	YLR080W	EMP46
YJR149W	YJR149W	
YJL145W	YJL145W	SFH5
YKL036C	YKL036C	
YPR198W	YPR198W	SGE1
YNR052C	YNR052C	POP2
YHR098C	YHR098C	SFB3
YOR244W	YOR244W	ESA1
YMR314W	YMR314W	PRE5
YLR173W	YLR173W	
YHR190W	YHR190W	ERG9
YPL097W	YPL097W	MSY1
YNL115C	YNL115C	
YLR103C	YLR103C	CDC45
YBR112C	YBR112C	CYC8
YNL247W	YNL247W	
YLR123C	YLR123C	
YOR345C	YOR345C	
YNR065C	YNR065C	
YER014C-A	YER014C-A	BUD25
YKL132C	YKL132C	RMA1
YPL222W	YPL222W	FMP40
YKL012W	YKL012W	PRP40
YLR395C	YLR395C	COX8
YHR141C	YHR141C	RPL42B
YAL041W	YAL041W	CDC24
YBL052C	YBL052C	SAS3
YCL045C	YCL045C	EMC1
YNL011C	YNL011C	
YDL135C	YDL135C	RDI1
YMR237W	YMR237W	BCH1
Q0032	Q0032	
YOR020W-A	YOR020W-A	
YOR054C	YOR054C	VHS3
YMR158C-A	YMR158C-A	
Q0070	Q0070	AI5_ALPHA
YGR214W	YGR214W	RPS0A
YIR021W-A	YIR021W-A	
YGR046W	YGR046W	TAM41
YGR224W	YGR224W	AZR1
YMR130W	YMR130W	
YLR455W	YLR455W	PDP3
YDR308C	YDR308C	SRB7
YJL153C	YJL153C	INO1
YGL259W	YGL259W	YPS5
YKR036C	YKR036C	CAF4
YIR030W-A	YIR030W-A	
YDR320C	YDR320C	SWA2
YIL047C-A	YIL047C-A	
YBR035C	YBR035C	PDX3
YCR002C	YCR002C	CDC10
YOR192C-A	YOR192C-A	
YDR244W	YDR244W	PEX5
YAL016W	YAL016W	TPD3
YER097W	YER097W	
Q0275	Q0275	COX3
YPR093C	YPR093C	ASR1
YMR239C	YMR239C	RNT1
YLR163C	YLR163C	MAS1
YDL072C	YDL072C	YET3
YPL190C	YPL190C	NAB3
YHR199C-A	YHR199C-A	NBL1
YER059W	YER059W	PCL6
YBR207W	YBR207W	FTH1
YIL049W	YIL049W	DFG10
YBR069C	YBR069C	TAT1
YML073C	YML073C	RPL6A
YLR084C	YLR084C	RAX2
YGL215W	YGL215W	CLG1
YPR066W	YPR066W	UBA3
YOR135C	YOR135C	IRC14
YNL202W	YNL202W	SPS19
YOR161C-C	YOR161C-C	
YPL143W	YPL143W	RPL33A
YLR099C	YLR099C	ICT1
YDR092W	YDR092W	UBC13
YOR080W	YOR080W	DIA2
YNL277W-A	YNL277W-A	
YCL073C	YCL073C	GEX1
YNL133C	YNL133C	FYV6
YJL053W	YJL053W	PEP8
YJL167W	YJL167W	ERG20
YIL097W	YIL097W	FYV10
YOR198C	YOR198C	BFR1
YNR025C	YNR025C	
YLR014C	YLR014C	PPR1
YLL065W	YLL065W	
YNL101W	YNL101W	AVT4
YGL241W	YGL241W	KAP114
YML055W	YML055W	SPC2
YHR143W-A	YHR143W-A	RPC10
YLL050C	YLL050C	COF1
YFL052W	YFL052W	
YML035C	YML035C	AMD1
YGR133W	YGR133W	PEX4
YDR357C	YDR357C	CNL1
YDR023W	YDR023W	SES1
YDR006C	YDR006C	SOK1
YPL280W	YPL280W	HSP32
YNL256W	YNL256W	FOL1
YML100W	YML100W	TSL1
YHR197W	YHR197W	RIX1
YER098W	YER098W	UBP9
YDR401W	YDR401W	
YNL325C	YNL325C	FIG4
YDL244W	YDL244W	THI13
YGL204C	YGL204C	
YBR128C	YBR128C	ATG14
YGL168W	YGL168W	HUR1
YFR010W-A	YFR010W-A	
YPL258C	YPL258C	THI21
YDR540C	YDR540C	IRC4
YNL216W	YNL216W	RAP1
YIL036W	YIL036W	CST6
YDL082W	YDL082W	RPL13A
YJL215C	YJL215C	
YOR282W	YOR282W	
YPL096C-A	YPL096C-A	ERI1
YLR307W	YLR307W	CDA1
YML119W	YML119W	
YPL273W	YPL273W	SAM4
YCL066W	YCL066W	HMLALPHA1
YPL201C	YPL201C	YIG1
YLR046C	YLR046C	
YDR316W-A	YDR316W-A	
YHR003C	YHR003C	TCD1
YFL019C	YFL019C	
YKR085C	YKR085C	MRPL20
YPL025C	YPL025C	
YPR041W	YPR041W	TIF5
YJL050W	YJL050W	MTR4
YHR171W	YHR171W	ATG7
YLR154C-G	YLR154C-G	
YLR051C	YLR051C	FCF2
YER116C	YER116C	SLX8
YOR136W	YOR136W	IDH2
YOL086W-A	YOL086W-A	MHF1
YBL113C	YBL113C	
YOR202W	YOR202W	HIS3
YPR016W-A	YPR016W-A	
YHR219C-A	YHR219C-A	
YLR364W	YLR364W	GRX8
YNL054W	YNL054W	VAC7
YGR137W	YGR137W	
YBR153W	YBR153W	RIB7
YGR142W	YGR142W	BTN2
YOL023W	YOL023W	IFM1
YKL186C	YKL186C	MTR2
YOL165C	YOL165C	AAD15
YDR221W	YDR221W	GTB1
YGR264C	YGR264C	MES1
YDL184C	YDL184C	RPL41A
YDR206W	YDR206W	EBS1
YKL198C	YKL198C	PTK1
YLR112W	YLR112W	
YBL037W	YBL037W	APL3
YDR504C	YDR504C	SPG3
YBL083C	YBL083C	
YJR152W	YJR152W	DAL5
YPR042C	YPR042C	PUF2
YBR191W-A	YBR191W-A	
YBR085W	YBR085W	AAC3
YDR215C	YDR215C	
YKL076C	YKL076C	PSY1
YER068C-A	YER068C-A	
YKL106W	YKL106W	AAT1
YBR281C	YBR281C	DUG2
YDL153C	YDL153C	SAS10
YBL078C	YBL078C	ATG8
YDL150W	YDL150W	RPC53
YLL001W	YLL001W	DNM1
YOL136C	YOL136C	PFK27
YER036C	YER036C	ARB1
YGL052W	YGL052W	
YDR398W	YDR398W	UTP5
YNL168C	YNL168C	FMP41
YGR038W	YGR038W	ORM1
YIL077C	YIL077C	
YDR053W	YDR053W	
YKR031C	YKR031C	SPO14
YMR153W	YMR153W	NUP53
YPL266W	YPL266W	DIM1
YPL279C	YPL279C	FEX2
YPL264C	YPL264C	
YHR132C	YHR132C	ECM14
YER115C	YER115C	SPR6
YLR336C	YLR336C	SGD1
YDR101C	YDR101C	ARX1
YDR441C	YDR441C	APT2
YMR121C	YMR121C	RPL15B
YHL014C	YHL014C	YLF2
YIL054W	YIL054W	
YMR312W	YMR312W	ELP6
YMR164C	YMR164C	MSS11
YOR382W	YOR382W	FIT2
YLR141W	YLR141W	RRN5
YOR214C	YOR214C	SPR2
YJL030W	YJL030W	MAD2
YDR410C	YDR410C	STE14
YDR498C	YDR498C	SEC20
YJR096W	YJR096W	
YOR335C	YOR335C	ALA1
YGL059W	YGL059W	PKP2
YNL017C	YNL017C	
YMR051C	YMR051C	
YNL087W	YNL087W	TCB2
YHR015W	YHR015W	MIP6
YJL177W	YJL177W	RPL17B
YDR502C	YDR502C	SAM2
YGL037C	YGL037C	PNC1
YDR359C	YDR359C	EAF1
YLR073C	YLR073C	RFU1
YLR227W-B	YLR227W-B	
YAR018C	YAR018C	KIN3
YJR076C	YJR076C	CDC11
YCR105W	YCR105W	ADH7
YJR057W	YJR057W	CDC8
YOR112W	YOR112W	CEX1
YKL045W	YKL045W	PRI2
YBR121C-A	YBR121C-A	
YBR258C	YBR258C	SHG1
YHR162W	YHR162W	MPC2
YPR074C	YPR074C	TKL1
YFR020W	YFR020W	
YLR262C-A	YLR262C-A	TMA7
YML013W	YML013W	UBX2
YGR014W	YGR014W	MSB2
YGR217W	YGR217W	CCH1
YPL003W	YPL003W	ULA1
YLR017W	YLR017W	MEU1
YML089C	YML089C	
YLR297W	YLR297W	
YNL165W	YNL165W	
YDL169C	YDL169C	UGX2
YMR319C	YMR319C	FET4
YMR119W-A	YMR119W-A	
YEL014C	YEL014C	
YDL127W	YDL127W	PCL2
YDL136W	YDL136W	RPL35B
YOR152C	YOR152C	
YDL216C	YDL216C	RRI1
YBR068C	YBR068C	BAP2
YFR028C	YFR028C	CDC14
YHR126C	YHR126C	ANS1
YHR008C	YHR008C	SOD2
YDR261C-C	YDR261C-C	
YOL001W	YOL001W	PHO80
YML111W	YML111W	BUL2
YMR016C	YMR016C	SOK2
YKL023W	YKL023W	
YBL017C	YBL017C	PEP1
YBR133C	YBR133C	HSL7
YGR229C	YGR229C	SMI1
YDR015C	YDR015C	
YOR092W	YOR092W	ECM3
YJL127C	YJL127C	SPT10
YER138W-A	YER138W-A	
YNR010W	YNR010W	CSE2
YDR047W	YDR047W	HEM12
YJR119C	YJR119C	JHD2
YPL001W	YPL001W	HAT1
YER078W-A	YER078W-A	
YMR247W-A	YMR247W-A	
YOR381W	YOR381W	FRE3
YBR159W	YBR159W	IFA38
YDR249C	YDR249C	
YGR158C	YGR158C	MTR3
YOR350C	YOR350C	MNE1
YOR210W	YOR210W	RPB10
YNL105W	YNL105W	RRT16
YKL174C	YKL174C	TPO5
YLR058C	YLR058C	SHM2
YLR403W	YLR403W	SFP1
YLR028C	YLR028C	ADE16
YLR286C	YLR286C	CTS1
YDL044C	YDL044C	MTF2
YBR274W	YBR274W	CHK1
YEL032C-A	YEL032C-A	
YER081W	YER081W	SER3
YMR179W	YMR179W	SPT21
YNL305C	YNL305C	BXI1
YDR148C	YDR148C	KGD2
YCR081C-A	YCR081C-A	
YER067C-A	YER067C-A	
YJL059W	YJL059W	YHC3
YEL044W	YEL044W	IES6
YIL130W	YIL130W	ASG1
YFR052C-A	YFR052C-A	
YGL108C	YGL108C	
YBL066C	YBL066C	SEF1
YBL051C	YBL051C	PIN4
YGL023C	YGL023C	PIB2
YOR351C	YOR351C	MEK1
YFR035C	YFR035C	
YDR042C	YDR042C	
YJR068W	YJR068W	RFC2
YDL168W	YDL168W	SFA1
YBR020W	YBR020W	GAL1
YDL049C	YDL049C	KNH1
YAL019W	YAL019W	FUN30
YDR484W	YDR484W	VPS52
YEL037C	YEL037C	RAD23
YDL114W	YDL114W	
YCL027W	YCL027W	FUS1
YBR273C	YBR273C	UBX7
YHR139C-A	YHR139C-A	
YIL062C	YIL062C	ARC15
YML091C	YML091C	RPM2
YCL021W-A	YCL021W-A	
YAL017W	YAL017W	PSK1
YOR372C	YOR372C	NDD1
YGL098W	YGL098W	USE1
YDL209C	YDL209C	CWC2
YMR199W	YMR199W	CLN1
YNL329C	YNL329C	PEX6
YJL022W	YJL022W	
YCR093W	YCR093W	CDC39
YMR300C	YMR300C	ADE4
YLR159C-A	YLR159C-A	
YCR039C	YCR039C	MATALPHA2
YBL053W	YBL053W	
YLR008C	YLR008C	PAM18
YIL107C	YIL107C	PFK26
YIL057C	YIL057C	RGI2
YGL136C	YGL136C	MRM2
YBL107W-A	YBL107W-A	
YHR024C	YHR024C	MAS2
YLR120C	YLR120C	YPS1
YGR211W	YGR211W	ZPR1
YPR089W	YPR089W	
YML007W	YML007W	YAP1
YEL030C-A	YEL030C-A	
YPL039W	YPL039W	
YGL041C-B	YGL041C-B	
YHR120W	YHR120W	MSH1
YLR237W	YLR237W	THI7
YCL076W	YCL076W	
YBL007C	YBL007C	SLA1
YFL034C-A	YFL034C-A	RPL22B
YMR194W	YMR194W	RPL36A
YGR068C	YGR068C	ART5
YNR064C	YNR064C	
YBR301W	YBR301W	PAU24
YPL075W	YPL075W	GCR1
YPL017C	YPL017C	IRC15
YGR163W	YGR163W	GTR2
YML004C	YML004C	GLO1
YNL097W-A	YNL097W-A	
YDR108W	YDR108W	TRS85
YMR202W	YMR202W	ERG2
YGR292W	YGR292W	MAL12
YOR140W	YOR140W	SFL1
YHR172W	YHR172W	SPC97
YBR266C	YBR266C	SLM6
YKL102C	YKL102C	
YDR034C-D	YDR034C-D	
YEL029C	YEL029C	BUD16
YNL267W	YNL267W	PIK1
YDR058C	YDR058C	TGL2
YLR250W	YLR250W	SSP120
YHR053C	YHR053C	CUP1-1
YGR245C	YGR245C	SDA1
YKR066C	YKR066C	CCP1
YNL040W	YNL040W	
YGL161C	YGL161C	YIP5
YIL003W	YIL003W	CFD1
YMR105W-A	YMR105W-A	
YPR144C	YPR144C	NOC4
YHR214W-A	YHR214W-A	
YOR359W	YOR359W	VTS1
YFL055W	YFL055W	AGP3
YDR524W-C	YDR524W-C	
YGR070W	YGR070W	ROM1
YGR181W	YGR181W	TIM13
YIL086C	YIL086C	
YPL029W	YPL029W	SUV3
YGL102C	YGL102C	
YER007C-A	YER007C-A	TMA20
YLR116W	YLR116W	MSL5
YAL047W-A	YAL047W-A	
YDR197W	YDR197W	CBS2
YJR144W	YJR144W	MGM101
YPL224C	YPL224C	MMT2
YPL172C	YPL172C	COX10
YMR083W	YMR083W	ADH3
YGR086C	YGR086C	PIL1
YMR156C	YMR156C	TPP1
YHR205W	YHR205W	SCH9
YOL013W-A	YOL013W-A	
YGR281W	YGR281W	YOR1
YCR048W	YCR048W	ARE1
YKL182W	YKL182W	FAS1
YDL065C	YDL065C	PEX19
YPR201W	YPR201W	ARR3
YLR154W-E	YLR154W-E	
YMR126C	YMR126C	DLT1
YDR175C	YDR175C	RSM24
YEL059W	YEL059W	HHY1
YDR428C	YDR428C	BNA7
YJL195C	YJL195C	
YER032W	YER032W	FIR1
YMR194C-A	YMR194C-A	
YOR182C	YOR182C	RPS30B
YGR194C	YGR194C	XKS1
YHR056W-A	YHR056W-A	
YGR078C	YGR078C	PAC10
YHR163W	YHR163W	SOL3
YMR265C	YMR265C	
YIL162W	YIL162W	SUC2
YOR222W	YOR222W	ODC2
YBL103C	YBL103C	RTG3
YLR358C	YLR358C	
YIL052C	YIL052C	RPL34B
YKL108W	YKL108W	SLD2
YML040W	YML040W	
YMR059W	YMR059W	SEN15
YDR302W	YDR302W	GPI11
YOL017W	YOL017W	ESC8
YLR382C	YLR382C	NAM2
YBR242W	YBR242W	
YBL021C	YBL021C	HAP3
YNL246W	YNL246W	VPS75
YER012W	YER012W	PRE1
YOL030W	YOL030W	GAS5
YLR301W	YLR301W	HRI1
YDR082W	YDR082W	STN1
YKL068W-A	YKL068W-A	
YDL221W	YDL221W	
YPR139C	YPR139C	LOA1
YGL141W	YGL141W	HUL5
YOR231C-A	YOR231C-A	
YOR343W-B	YOR343W-B	
YDR458C	YDR458C	HEH2
YPL202C	YPL202C	AFT2
YJR072C	YJR072C	NPA3
YLR114C	YLR114C	AVL9
YOL068C	YOL068C	HST1
YPR071W	YPR071W	
YDR267C	YDR267C	CIA1
YJL019W	YJL019W	MPS3
YLR248W	YLR248W	RCK2
YIL020C	YIL020C	HIS6
YNL063W	YNL063W	MTQ1
YOR073W-A	YOR073W-A	
YOR391C	YOR391C	HSP33
YFR044C	YFR044C	DUG1
YFL023W	YFL023W	BUD27
YIL129C	YIL129C	TAO3
YFL032W	YFL032W	
YBR150C	YBR150C	TBS1
YDR245W	YDR245W	MNN10
YGL176C	YGL176C	
YDR149C	YDR149C	
YDR212W	YDR212W	TCP1
YMR185W	YMR185W	RTP1
YOR103C	YOR103C	OST2
YJL091C	YJL091C	GWT1
YDR065W	YDR065W	RRG1
YKL126W	YKL126W	YPK1
YOR254C	YOR254C	SEC63
YHR174W	YHR174W	ENO2
YLR441C	YLR441C	RPS1A
YDR182W-A	YDR182W-A	
YFR012W	YFR012W	DCV1
YBR204C	YBR204C	LDH1
YLR283W	YLR283W	
YGL174W	YGL174W	BUD13
YGR145W	YGR145W	ENP2
YDR061W	YDR061W	
YGR199W	YGR199W	PMT6
YBL005W	YBL005W	PDR3
YLR466C-B	YLR466C-B	
YNL018C	YNL018C	
YIL108W	YIL108W	
YDR404C	YDR404C	RPB7
YML122C	YML122C	
YBR131W	YBR131W	CCZ1
YOR058C	YOR058C	ASE1
YBL104C	YBL104C	SEA4
YBR095C	YBR095C	RXT2
YIL004C	YIL004C	BET1
YBR084W	YBR084W	MIS1
YCR095W-A	YCR095W-A	
YMR173W	YMR173W	DDR48
YKL203C	YKL203C	TOR2
YKL221W	YKL221W	MCH2
YHR085W	YHR085W	IPI1
YOR301W	YOR301W	RAX1
YDL210W	YDL210W	UGA4
YPL044C	YPL044C	
YDR168W	YDR168W	CDC37
YKR052C	YKR052C	MRS4
YNL308C	YNL308C	KRI1
YOL089C	YOL089C	HAL9
YOR171C	YOR171C	LCB4
YIL050W	YIL050W	PCL7
YLR043C	YLR043C	TRX1
YOR031W	YOR031W	CRS5
YBL099W	YBL099W	ATP1
YLR359W	YLR359W	ADE13
YNL054W-A	YNL054W-A	
YOR237W	YOR237W	HES1
YPL217C	YPL217C	BMS1
YKL111C	YKL111C	
YNR009W	YNR009W	NRM1
YGL194C	YGL194C	HOS2
YLR038C	YLR038C	COX12
YOR106W	YOR106W	VAM3
YMR030W-A	YMR030W-A	
YJR056C	YJR056C	
YMR236W	YMR236W	TAF9
YLR287C-A	YLR287C-A	RPS30A
YPR130C	YPR130C	
YER039C	YER039C	HVG1
YDR044W	YDR044W	HEM13
YNL314W	YNL314W	DAL82
YLR118C	YLR118C	
YAR073W	YAR073W	IMD1
YDR387C	YDR387C	
YIL071C	YIL071C	PCI8
YOL130W	YOL130W	ALR1
YDR169C	YDR169C	STB3
YLR157C-C	YLR157C-C	
YER178W	YER178W	PDA1
YBL094C	YBL094C	
YDR514C	YDR514C	
YIR019C	YIR019C	FLO11
YEL045C	YEL045C	
YGL177W	YGL177W	
YDR333C	YDR333C	RQC1
YMR210W	YMR210W	
YDR124W	YDR124W	
YKR061W	YKR061W	KTR2
YOR338W	YOR338W	
YER088C	YER088C	DOT6
YLR467W	YLR467W	YRF1-5
YML116W-A	YML116W-A	
YDR360W	YDR360W	OPI7
YPL283W-A	YPL283W-A	
Q0130	Q0130	OLI1
YDR115W	YDR115W	
YOR334W	YOR334W	MRS2
YGR256W	YGR256W	GND2
YPR021C	YPR021C	AGC1
YKR097W	YKR097W	PCK1
YFL031C-A	YFL031C-A	
YOL038C-A	YOL038C-A	
YHR218W-A	YHR218W-A	
YMR107W	YMR107W	SPG4
YDR451C	YDR451C	YHP1
YCL063W	YCL063W	VAC17
YJL192C	YJL192C	SOP4
YBR039W	YBR039W	ATP3
YHR177W	YHR177W	
YER023C-A	YER023C-A	
YGL214W	YGL214W	
YIR027C	YIR027C	DAL1
YAL042W	YAL042W	ERV46
YIL007C	YIL007C	NAS2
YPR036W	YPR036W	VMA13
YOR030W	YOR030W	DFG16
YHR181W	YHR181W	SVP26
YPL267W	YPL267W	ACM1
YOL051W	YOL051W	GAL11
YDR188W	YDR188W	CCT6
YMR243C	YMR243C	ZRC1
YAL067W-A	YAL067W-A	
YLR154W-F	YLR154W-F	
YNR034W-A	YNR034W-A	
YCR049C	YCR049C	
YHR180W	YHR180W	
YEL023C	YEL023C	
YNL057W	YNL057W	
YNL045W	YNL045W	LAP2
YPL080C	YPL080C	
YPR141C	YPR141C	KAR3
YJR061W	YJR061W	
YIL104C	YIL104C	SHQ1
YLL035W	YLL035W	GRC3
YHR214C-C	YHR214C-C	
YNL282W	YNL282W	POP3
YNL338W	YNL338W	
YLR424W	YLR424W	SPP382
YBR243C	YBR243C	ALG7
YDR520C	YDR520C	URC2
YFL064C	YFL064C	
YGL137W	YGL137W	SEC27
YMR234W	YMR234W	RNH1
YNL212W	YNL212W	VID27
YJL026C-A	YJL026C-A	
YMR112C	YMR112C	MED11
YGL212W	YGL212W	VAM7
YHR005C-A	YHR005C-A	TIM10
YHL009W-A	YHL009W-A	
YJL156W-A	YJL156W-A	
YJL134W	YJL134W	LCB3
YLR454W	YLR454W	FMP27
YJL127C-B	YJL127C-B	
YOR105W	YOR105W	
YDR080W	YDR080W	VPS41
YKL064W	YKL064W	MNR2
YNR023W	YNR023W	SNF12
YBL096C	YBL096C	
YPL253C	YPL253C	VIK1
YHR073C-B	YHR073C-B	
YLR261C	YLR261C	VPS63
YBR096W	YBR096W	
YJR042W	YJR042W	NUP85
YGR150C	YGR150C	CCM1
YDR089W	YDR089W	
YGR074W	YGR074W	SMD1
YLR390W-A	YLR390W-A	CCW14
YGL180W	YGL180W	ATG1
YHR043C	YHR043C	DOG2
YPR101W	YPR101W	SNT309
YBR146W	YBR146W	MRPS9
YDR017C	YDR017C	KCS1
YDR085C	YDR085C	AFR1
YHR011W	YHR011W	DIA4
YKL053W	YKL053W	
YPL043W	YPL043W	NOP4
YPR146C	YPR146C	
YDL235C	YDL235C	YPD1
YCL041C	YCL041C	
YLR278C	YLR278C	
YGL158W	YGL158W	RCK1
YHR070C-A	YHR070C-A	
YLR348C	YLR348C	DIC1
YGR186W	YGR186W	TFG1
YAL028W	YAL028W	FRT2
YDL002C	YDL002C	NHP10
YDR099W	YDR099W	BMH2
YJL213W	YJL213W	
YNL278W	YNL278W	CAF120
YNL173C	YNL173C	MDG1
YLR313C	YLR313C	SPH1
YMR216C	YMR216C	SKY1
YER039C-A	YER039C-A	
YJL009W	YJL009W	
YLR196W	YLR196W	PWP1
YMR306W	YMR306W	FKS3
YBR085C-A	YBR085C-A	
YDL059C	YDL059C	RAD59
YOR329C	YOR329C	SCD5
YHL035C	YHL035C	VMR1
YHL004W	YHL004W	MRP4
YJR116W	YJR116W	TDA4
YBR073W	YBR073W	RDH54
YDR449C	YDR449C	UTP6
YPR064W	YPR064W	
YDL088C	YDL088C	ASM4
YBR215W	YBR215W	HPC2
YDR435C	YDR435C	PPM1
YNL161W	YNL161W	CBK1
YLR331C	YLR331C	JIP3
YDL052C	YDL052C	SLC1
YFL058W	YFL058W	THI5
YGR295C	YGR295C	COS6
YFR031C	YFR031C	SMC2
YMR144W	YMR144W	
YBR084C-A	YBR084C-A	RPL19A
YDR161W	YDR161W	
YER062C	YER062C	GPP2
YCR068W	YCR068W	ATG15
YPR051W	YPR051W	MAK3
YCR094W	YCR094W	CDC50
YLR253W	YLR253W	MCP2
YOR285W	YOR285W	RDL1
YJL001W	YJL001W	PRE3
YGR068W-A	YGR068W-A	
YLL022C	YLL022C	HIF1
YGL237C	YGL237C	HAP2
YHR067W	YHR067W	HTD2
YOR266W	YOR266W	PNT1
YBR044C	YBR044C	TCM62
YDR120C	YDR120C	TRM1
YLR071C	YLR071C	RGR1
YGR151C	YGR151C	
YJL012C	YJL012C	VTC4
YER126C	YER126C	NSA2
YMR246W	YMR246W	FAA4
YLR201C	YLR201C	COQ9
YPL031C	YPL031C	PHO85
YJL098W	YJL098W	SAP185
Q0142	Q0142	
YBR059C	YBR059C	AKL1
YDR445C	YDR445C	
YFL015W-A	YFL015W-A	
YGR020C	YGR020C	VMA7
YHR091C	YHR091C	MSR1
YIR039C	YIR039C	YPS6
YAR047C	YAR047C	
YML066C	YML066C	SMA2
YDR501W	YDR501W	PLM2
YNL088W	YNL088W	TOP2
YKR043C	YKR043C	SHB17
YNL053W	YNL053W	MSG5
YDR137W	YDR137W	RGP1
YDR400W	YDR400W	URH1
YBR231C	YBR231C	SWC5
YDL120W	YDL120W	YFH1
YER082C	YER082C	UTP7
YHL043W	YHL043W	ECM34
YLR151C	YLR151C	PCD1
YFR021W	YFR021W	ATG18
YML121W	YML121W	GTR1
YNL033W	YNL033W	
YLR310C	YLR310C	CDC25
YDR048C	YDR048C	
YGR087C	YGR087C	PDC6
YGR244C	YGR244C	LSC2
YGL255W	YGL255W	ZRT1
YNL036W	YNL036W	NCE103
YHR046C	YHR046C	INM1
YKR071C	YKR071C	DRE2
YOR016C	YOR016C	ERP4
YGR063C	YGR063C	SPT4
YLL019W-A	YLL019W-A	
YML065W	YML065W	ORC1
YPR005C	YPR005C	HAL1
YAR003W	YAR003W	SWD1
YGR223C	YGR223C	HSV2
YHR021W-A	YHR021W-A	ECM12
YFL062W	YFL062W	COS4
YDR537C	YDR537C	
YMR267W	YMR267W	PPA2
YPL093W	YPL093W	NOG1
YJR034W	YJR034W	PET191
YNL077W	YNL077W	APJ1
YPL160W	YPL160W	CDC60
YGL185C	YGL185C	
YDR456W	YDR456W	NHX1
YKL175W	YKL175W	ZRT3
YGL190C	YGL190C	CDC55
YMR262W	YMR262W	
YOR101W	YOR101W	RAS1
YGL005C	YGL005C	COG7
YNL125C	YNL125C	ESBP6
YBL019W	YBL019W	APN2
YBR043C	YBR043C	QDR3
YDL231C	YDL231C	BRE4
YML101C	YML101C	CUE4
YKL037W	YKL037W	AIM26
YOL094C	YOL094C	RFC4
YMR077C	YMR077C	VPS20
YPR007C	YPR007C	REC8
YIL067C	YIL067C	
YMR108W	YMR108W	ILV2
YJL033W	YJL033W	HCA4
YKL179C	YKL179C	COY1
YPL126W	YPL126W	NAN1
YEL041W	YEL041W	YEF1
YGL208W	YGL208W	SIP2
YLL036C	YLL036C	PRP19
YNL113W	YNL113W	RPC19
YKR099W	YKR099W	BAS1
YGL025C	YGL025C	PGD1
YBR171W	YBR171W	SEC66
YDL005C	YDL005C	MED2
YNL031C	YNL031C	HHT2
YGR226C	YGR226C	
YOR146W	YOR146W	
YDL056W	YDL056W	MBP1
YML120C	YML120C	NDI1
YOR384W	YOR384W	FRE5
YLL021W	YLL021W	SPA2
YGR048W	YGR048W	UFD1
YOL149W	YOL149W	DCP1
YHR032W-A	YHR032W-A	
YML129C	YML129C	COX14
YIL059C	YIL059C	
YBR220C	YBR220C	
YLR317W	YLR317W	
YPL058C	YPL058C	PDR12
YOL154W	YOL154W	ZPS1
YBR227C	YBR227C	MCX1
YER165W	YER165W	PAB1
YNR056C	YNR056C	BIO5
YNL327W	YNL327W	EGT2
YOR130C	YOR130C	ORT1
YJL181W	YJL181W	
YDL039C	YDL039C	PRM7
YER016W	YER016W	BIM1
YPL099C	YPL099C	INA17
YNL242W	YNL242W	ATG2
YDR365W-B	YDR365W-B	
YLR099W-A	YLR099W-A	MIM2
YMR058W	YMR058W	FET3
YNL297C	YNL297C	MON2
YAL018C	YAL018C	LDS1
YOL078W	YOL078W	AVO1
YEL002C	YEL002C	WBP1
YJL156C	YJL156C	SSY5
YCL032W	YCL032W	STE50
YMR166C	YMR166C	
YNL146C-A	YNL146C-A	
YDR034C-A	YDR034C-A	
YPL050C	YPL050C	MNN9
YDR510W	YDR510W	SMT3
YER158W-A	YER158W-A	
YLR327C	YLR327C	TMA10
YPL277C	YPL277C	
YOR139C	YOR139C	
YBR116C	YBR116C	
YLR142W	YLR142W	PUT1
YPL257W	YPL257W	
YLR104W	YLR104W	LCL2
YNL222W	YNL222W	SSU72
YKR051W	YKR051W	
YLR291C	YLR291C	GCD7
YBR293W	YBR293W	VBA2
YLR412W	YLR412W	BER1
YFR040W	YFR040W	SAP155
YNR067C	YNR067C	DSE4
YNL074C	YNL074C	MLF3
YBR021W	YBR021W	FUR4
YML021C	YML021C	UNG1
YER038C	YER038C	KRE29
YNL044W	YNL044W	YIP3
YHR007C-A	YHR007C-A	
YER060W-A	YER060W-A	FCY22
YDR203W	YDR203W	
YER173W	YER173W	RAD24
YOR190W	YOR190W	SPR1
YML048W	YML048W	GSF2
YBR130C	YBR130C	SHE3
YPR072W	YPR072W	NOT5
YFR012W-A	YFR012W-A	
YHR048W	YHR048W	YHK8
YHL006C	YHL006C	SHU1
YHL034C	YHL034C	SBP1
YDR418W	YDR418W	RPL12B
YGR270C-A	YGR270C-A	
