Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
FBgn0035027	FBtr0072309	CG3511
FBgn0035027	FBtr0343484	CG3511
FBgn0053653	FBtr0091630	Caps
FBgn0053653	FBtr0307333	Caps
FBgn0053653	FBtr0091631	Caps
FBgn0053653	FBtr0333702	Caps
FBgn0053653	FBtr0307334	Caps
FBgn0050238	FBtr0087197	tRNA:CR30238
FBgn0267629	FBtr0347080	CR45967
FBgn0034113	FBtr0087178	CG8060
FBgn0043470	FBtr0088121	lambdaTry
FBgn0086687	FBtr0082627	Desat1
FBgn0086687	FBtr0082628	Desat1
FBgn0086687	FBtr0082630	Desat1
FBgn0086687	FBtr0082629	Desat1
FBgn0086687	FBtr0082626	Desat1
FBgn0266787	FBtr0345420	CR45252
FBgn0037200	FBtr0078552	CG11109
FBgn0037200	FBtr0078553	CG11109
FBgn0263355	FBtr0330203	CG31688
FBgn0263355	FBtr0273378	CG31688
FBgn0263355	FBtr0330204	CG31688
FBgn0263355	FBtr0308895	CG31688
FBgn0263355	FBtr0330661	CG31688
FBgn0259227	FBtr0299789	CG42327
FBgn0019830	FBtr0077731	colt
FBgn0019830	FBtr0077734	colt
FBgn0033865	FBtr0087650	CG6220
FBgn0264962	FBtr0302109	Inr-a
FBgn0264962	FBtr0339986	Inr-a
FBgn0264962	FBtr0339985	Inr-a
FBgn0264962	FBtr0345528	Inr-a
FBgn0264962	FBtr0302294	Inr-a
FBgn0264962	FBtr0302560	Inr-a
FBgn0264962	FBtr0301513	Inr-a
FBgn0031604	FBtr0077439	Elp3
FBgn0036908	FBtr0074927	CG14103
FBgn0036908	FBtr0333878	CG14103
FBgn0025742	FBtr0345290	mtm
FBgn0025742	FBtr0079223	mtm
FBgn0030352	FBtr0346165	sicily
FBgn0030352	FBtr0073572	sicily
FBgn0039930	FBtr0089222	CG11077
FBgn0052638	FBtr0300453	CG32638
FBgn0265722	FBtr0340665	CR44529
FBgn0028468	FBtr0084009	rtet
FBgn0029708	FBtr0308916	CG3556
FBgn0029708	FBtr0070674	CG3556
FBgn0036838	FBtr0075041	CG3808
FBgn0002626	FBtr0085592	RpL32
FBgn0002626	FBtr0085594	RpL32
FBgn0002626	FBtr0085593	RpL32
FBgn0002626	FBtr0114555	RpL32
FBgn0003189	FBtr0340156	r
FBgn0003189	FBtr0340155	r
FBgn0003189	FBtr0089734	r
FBgn0052712	FBtr0300386	CG32712
FBgn0037491	FBtr0339736	CG1227
FBgn0037491	FBtr0081598	CG1227
FBgn0039711	FBtr0303035	CG7824
FBgn0039711	FBtr0089927	CG7824
FBgn0032870	FBtr0081384	CG2608
FBgn0261830	FBtr0303390	CG42762
FBgn0026313	FBtr0333757	X11L
FBgn0026313	FBtr0301696	X11L
FBgn0026313	FBtr0340621	X11L
FBgn0026313	FBtr0074451	X11L
FBgn0026313	FBtr0340620	X11L
FBgn0031498	FBtr0077653	CG17260
FBgn0031498	FBtr0344088	CG17260
FBgn0031498	FBtr0335478	CG17260
FBgn0260222	FBtr0300625	CG42496
FBgn0260222	FBtr0342958	CG42496
FBgn0031883	FBtr0344710	Caper
FBgn0031883	FBtr0344708	Caper
FBgn0031883	FBtr0089640	Caper
FBgn0031883	FBtr0344711	Caper
FBgn0031883	FBtr0344712	Caper
FBgn0031883	FBtr0344709	Caper
FBgn0031883	FBtr0089636	Caper
FBgn0051140	FBtr0330371	CG31140
FBgn0051140	FBtr0084497	CG31140
FBgn0051140	FBtr0084498	CG31140
FBgn0051140	FBtr0300963	CG31140
FBgn0051140	FBtr0305041	CG31140
FBgn0051140	FBtr0113392	CG31140
FBgn0051140	FBtr0113393	CG31140
FBgn0036560	FBtr0333614	CG5895
FBgn0036560	FBtr0075437	CG5895
FBgn0039058	FBtr0084401	VhaAC39-2
FBgn0259139	FBtr0089919	glo
FBgn0259139	FBtr0089918	glo
FBgn0259139	FBtr0089917	glo
FBgn0011883	FBtr0087659	tRNA:I:49Fc
FBgn0085398	FBtr0344888	ppk9
FBgn0085398	FBtr0112594	ppk9
FBgn0083039	FBtr0113583	snoRNA:Psi18S-301
FBgn0032515	FBtr0342632	loqs
FBgn0032515	FBtr0100220	loqs
FBgn0032515	FBtr0342633	loqs
FBgn0032515	FBtr0303269	loqs
FBgn0032515	FBtr0080497	loqs
FBgn0032515	FBtr0080498	loqs
FBgn0032170	FBtr0079887	CG4658
FBgn0032170	FBtr0079885	CG4658
FBgn0032170	FBtr0343738	CG4658
FBgn0032170	FBtr0343739	CG4658
FBgn0032170	FBtr0079886	CG4658
FBgn0035471	FBtr0073159	Sc2
FBgn0032815	FBtr0331244	CG10462
FBgn0032815	FBtr0331243	CG10462
FBgn0032815	FBtr0305952	CG10462
FBgn0032815	FBtr0100351	CG10462
FBgn0032815	FBtr0081325	CG10462
FBgn0032815	FBtr0100352	CG10462
FBgn0265011	FBtr0307883	Np
FBgn0265011	FBtr0112560	Np
FBgn0038034	FBtr0082602	Cyp9f3Psi
FBgn0011818	FBtr0077778	oaf
FBgn0011818	FBtr0077779	oaf
FBgn0011818	FBtr0077777	oaf
FBgn0011818	FBtr0077780	oaf
FBgn0034697	FBtr0071790	GM130
FBgn0262485	FBtr0304838	CG43075
FBgn0264787	FBtr0334323	CR44017
FBgn0267663	FBtr0347132	CR46001
FBgn0033657	FBtr0088032	Sln
FBgn0035760	FBtr0076837	CG8607
FBgn0051485	FBtr0081662	tRNA:CR31485:Psi
FBgn0027615	FBtr0076272	CG6404
FBgn0027615	FBtr0076271	CG6404
FBgn0266375	FBtr0346134	IP3K2
FBgn0266375	FBtr0346133	IP3K2
FBgn0266375	FBtr0344171	IP3K2
FBgn0266375	FBtr0344170	IP3K2
FBgn0266375	FBtr0344169	IP3K2
FBgn0266375	FBtr0344168	IP3K2
FBgn0052580	FBtr0074205	Muc14A
FBgn0262227	FBtr0304293	mir-991
FBgn0262227	FBtr0304292	mir-991
FBgn0032512	FBtr0342639	CG9305
FBgn0032512	FBtr0080471	CG9305
FBgn0053768	FBtr0091769	CG33768
FBgn0265429	FBtr0339745	CG44341
FBgn0039482	FBtr0085103	CG14258
FBgn0011278	FBtr0084091	lbe
FBgn0261647	FBtr0077763	Axud1
FBgn0261647	FBtr0330666	Axud1
FBgn0261647	FBtr0077762	Axud1
FBgn0261647	FBtr0330665	Axud1
FBgn0051721	FBtr0304114	Trim9
FBgn0051721	FBtr0080096	Trim9
FBgn0035625	FBtr0345593	Blimp-1
FBgn0035625	FBtr0077089	Blimp-1
FBgn0035625	FBtr0331808	Blimp-1
FBgn0035625	FBtr0331809	Blimp-1
FBgn0035625	FBtr0331807	Blimp-1
FBgn0035625	FBtr0331806	Blimp-1
FBgn0033951	FBtr0339980	CG10139
FBgn0033951	FBtr0087433	CG10139
FBgn0261014	FBtr0112906	TER94
FBgn0261014	FBtr0088391	TER94
FBgn0261014	FBtr0112905	TER94
FBgn0261014	FBtr0343852	TER94
FBgn0031997	FBtr0079587	PGAP5
FBgn0031997	FBtr0079588	PGAP5
FBgn0031997	FBtr0335190	PGAP5
FBgn0038498	FBtr0083453	beat-IIa
FBgn0038498	FBtr0339170	beat-IIa
FBgn0264343	FBtr0332003	CG43799
FBgn0033062	FBtr0086018	Ars2
FBgn0033062	FBtr0086021	Ars2
FBgn0033062	FBtr0310666	Ars2
FBgn0033062	FBtr0310665	Ars2
FBgn0033062	FBtr0310667	Ars2
FBgn0033062	FBtr0086020	Ars2
FBgn0034740	FBtr0071861	nsr
FBgn0034740	FBtr0345496	nsr
FBgn0035491	FBtr0332981	Dpy-30L2
FBgn0035491	FBtr0073281	Dpy-30L2
FBgn0035159	FBtr0331770	CG13896
FBgn0035159	FBtr0290220	CG13896
FBgn0035159	FBtr0072602	CG13896
FBgn0004841	FBtr0112789	TkR86C
FBgn0004841	FBtr0082315	TkR86C
FBgn0033081	FBtr0336665	geminin
FBgn0033081	FBtr0086147	geminin
FBgn0266369	FBtr0081439	Mtp
FBgn0034791	FBtr0071907	CG3501
FBgn0086370	FBtr0344473	sra
FBgn0086370	FBtr0083255	sra
FBgn0033137	FBtr0089062	Tsp42Ep
FBgn0033137	FBtr0336874	Tsp42Ep
FBgn0037989	FBtr0339645	ATP8B
FBgn0037989	FBtr0300351	ATP8B
FBgn0037989	FBtr0339646	ATP8B
FBgn0037989	FBtr0307016	ATP8B
FBgn0037989	FBtr0339644	ATP8B
FBgn0037989	FBtr0339643	ATP8B
FBgn0037989	FBtr0307015	ATP8B
FBgn0041707	FBtr0301640	7B2
FBgn0041707	FBtr0078789	7B2
FBgn0263507	FBtr0309527	CR43496
FBgn0263507	FBtr0309528	CR43496
FBgn0036349	FBtr0075840	SNCF
FBgn0053631	FBtr0091608	CG33631
FBgn0266223	FBtr0343887	CR44918
FBgn0036765	FBtr0300281	CG7408
FBgn0036765	FBtr0075142	CG7408
FBgn0036765	FBtr0300282	CG7408
FBgn0036662	FBtr0075327	CG9706
FBgn0036662	FBtr0075326	CG9706
FBgn0265467	FBtr0339926	CR44360
FBgn0265859	FBtr0342695	CR44648
FBgn0003091	FBtr0305069	Pkc53E
FBgn0003091	FBtr0112819	Pkc53E
FBgn0003091	FBtr0305070	Pkc53E
FBgn0003091	FBtr0087048	Pkc53E
FBgn0003091	FBtr0087049	Pkc53E
FBgn0003091	FBtr0331960	Pkc53E
FBgn0266203	FBtr0343843	CR44898
FBgn0031170	FBtr0332489	CG1718
FBgn0031170	FBtr0332488	CG1718
FBgn0031170	FBtr0306679	CG1718
FBgn0262478	FBtr0304816	CG43068
FBgn0263615	FBtr0309979	CR43624
FBgn0034681	FBtr0071749	CG9308
FBgn0013702	FBtr0100882	mt:tRNA:P
FBgn0035449	FBtr0073143	CG14971
FBgn0264678	FBtr0333775	CR43963
FBgn0264678	FBtr0333774	CR43963
FBgn0086447	FBtr0332577	l(2)37Cg
FBgn0086447	FBtr0336628	l(2)37Cg
FBgn0086447	FBtr0081161	l(2)37Cg
FBgn0030266	FBtr0073481	CG11122
FBgn0031016	FBtr0074708	kek5
FBgn0031016	FBtr0309223	kek5
FBgn0031016	FBtr0074707	kek5
FBgn0031016	FBtr0309224	kek5
FBgn0064115	FBtr0091626	CG33649
FBgn0267212	FBtr0346369	CR45652
FBgn0039115	FBtr0084463	CG10214
FBgn0259167	FBtr0299616	CG42272
FBgn0259167	FBtr0299617	CG42272
FBgn0030384	FBtr0073643	CG2577
FBgn0039019	FBtr0084309	HP1c
FBgn0011224	FBtr0085881	heph
FBgn0011224	FBtr0300264	heph
FBgn0011224	FBtr0085883	heph
FBgn0011224	FBtr0300268	heph
FBgn0011224	FBtr0085886	heph
FBgn0011224	FBtr0300266	heph
FBgn0011224	FBtr0085888	heph
FBgn0011224	FBtr0300270	heph
FBgn0011224	FBtr0085887	heph
FBgn0011224	FBtr0085880	heph
FBgn0011224	FBtr0112866	heph
FBgn0011224	FBtr0300265	heph
FBgn0011224	FBtr0306693	heph
FBgn0011224	FBtr0300263	heph
FBgn0011224	FBtr0112865	heph
FBgn0011224	FBtr0085879	heph
FBgn0011224	FBtr0085882	heph
FBgn0011224	FBtr0085885	heph
FBgn0011224	FBtr0346192	heph
FBgn0011224	FBtr0300269	heph
FBgn0011224	FBtr0085878	heph
FBgn0011224	FBtr0306692	heph
FBgn0011224	FBtr0300267	heph
FBgn0011224	FBtr0112864	heph
FBgn0011224	FBtr0085884	heph
FBgn0039589	FBtr0085304	CG9986
FBgn0266393	FBtr0344334	CR45033
FBgn0267782	FBtr0347348	CR46113
FBgn0265639	FBtr0340504	CR44446
FBgn0266222	FBtr0343878	CR44917
FBgn0266222	FBtr0343879	CR44917
FBgn0266222	FBtr0343877	CR44917
FBgn0085350	FBtr0112523	inaF-C
FBgn0036414	FBtr0321258	nan
FBgn0036414	FBtr0089524	nan
FBgn0039565	FBtr0344620	CG4884
FBgn0039565	FBtr0085264	CG4884
FBgn0083028	FBtr0113538	snoRNA:Psi18S-525k
FBgn0005660	FBtr0078079	Ets21C
FBgn0005660	FBtr0344014	Ets21C
FBgn0005660	FBtr0345429	Ets21C
FBgn0005660	FBtr0112854	Ets21C
FBgn0030502	FBtr0346118	tth
FBgn0030502	FBtr0073849	tth
FBgn0020370	FBtr0344199	TppII
FBgn0020370	FBtr0087774	TppII
FBgn0020370	FBtr0339755	TppII
FBgn0020370	FBtr0087775	TppII
FBgn0029720	FBtr0332316	CG3009
FBgn0029720	FBtr0070688	CG3009
FBgn0029720	FBtr0300468	CG3009
FBgn0002593	FBtr0331932	RpLP1
FBgn0002593	FBtr0078056	RpLP1
FBgn0264362	FBtr0332209	CG43814
FBgn0263650	FBtr0310042	CR43641
FBgn0036028	FBtr0076392	CG16717
FBgn0023518	FBtr0070363	trr
FBgn0023518	FBtr0070362	trr
FBgn0032877	FBtr0081391	CG2617
FBgn0032877	FBtr0336825	CG2617
FBgn0034052	FBtr0087291	CG8299
FBgn0033351	FBtr0088676	CG8235
FBgn0263998	FBtr0330330	Ack-like
FBgn0263998	FBtr0330329	Ack-like
FBgn0263998	FBtr0330332	Ack-like
FBgn0263998	FBtr0330331	Ack-like
FBgn0263849	FBtr0321316	CG43710
FBgn0259971	FBtr0333129	CG42481
FBgn0259971	FBtr0300315	CG42481
FBgn0260753	FBtr0070436	Pdfr
FBgn0260753	FBtr0308565	Pdfr
FBgn0260753	FBtr0340084	Pdfr
FBgn0260753	FBtr0340085	Pdfr
FBgn0040817	FBtr0113334	CG14132
FBgn0038481	FBtr0346149	CG17475
FBgn0038481	FBtr0083417	CG17475
FBgn0267697	FBtr0347207	CR46033
FBgn0030569	FBtr0073916	CG9411
FBgn0003149	FBtr0306639	Prm
FBgn0003149	FBtr0076593	Prm
FBgn0003149	FBtr0076596	Prm
FBgn0003149	FBtr0076594	Prm
FBgn0003149	FBtr0076595	Prm
FBgn0030722	FBtr0074260	CG12395
FBgn0033569	FBtr0088236	CG12942
FBgn0051388	FBtr0082356	CG31388
FBgn0051388	FBtr0304709	CG31388
FBgn0026085	FBtr0070642	dgt4
FBgn0026085	FBtr0333183	dgt4
FBgn0026085	FBtr0333184	dgt4
FBgn0030937	FBtr0074619	CG15042
FBgn0263270	FBtr0308492	CG43396
FBgn0058470	FBtr0111152	CG40470
FBgn0266758	FBtr0306024	Esyt2
FBgn0266758	FBtr0084647	Esyt2
FBgn0266758	FBtr0084648	Esyt2
FBgn0266758	FBtr0334336	Esyt2
FBgn0051334	FBtr0083976	tRNA:CR31334
FBgn0039647	FBtr0334534	CG14509
FBgn0039647	FBtr0113303	CG14509
FBgn0039647	FBtr0113304	CG14509
FBgn0039647	FBtr0334533	CG14509
FBgn0265147	FBtr0344021	CR44216
FBgn0265147	FBtr0336992	CR44216
FBgn0051162	FBtr0084233	tRNA:CR31162
FBgn0267149	FBtr0346245	CR45589
FBgn0053701	FBtr0091689	CR33701
FBgn0034510	FBtr0086295	CG13426
FBgn0053012	FBtr0332249	CG33012
FBgn0036192	FBtr0300097	Pallidin
FBgn0032167	FBtr0079894	CG5853
FBgn0032167	FBtr0331635	CG5853
FBgn0032167	FBtr0345615	CG5853
FBgn0033799	FBtr0310152	GLaz
FBgn0033799	FBtr0310155	GLaz
FBgn0033799	FBtr0310151	GLaz
FBgn0033799	FBtr0310154	GLaz
FBgn0033799	FBtr0087772	GLaz
FBgn0033799	FBtr0310153	GLaz
FBgn0032039	FBtr0079660	CG13385
FBgn0001223	FBtr0100558	Hsp22
FBgn0001223	FBtr0100559	Hsp22
FBgn0012011	FBtr0083268	tRNA:V4:89BC
FBgn0038098	FBtr0331429	CG7381
FBgn0038098	FBtr0082727	CG7381
FBgn0038098	FBtr0331428	CG7381
FBgn0038098	FBtr0082726	CG7381
FBgn0038098	FBtr0301219	CG7381
FBgn0038363	FBtr0334591	Acyp2
FBgn0038363	FBtr0083174	Acyp2
FBgn0266347	FBtr0308330	nAChRalpha4
FBgn0266347	FBtr0308331	nAChRalpha4
FBgn0266347	FBtr0346707	nAChRalpha4
FBgn0266347	FBtr0300118	nAChRalpha4
FBgn0266347	FBtr0308332	nAChRalpha4
FBgn0266347	FBtr0332872	nAChRalpha4
FBgn0086049	FBtr0114325	snoRNA:Me28S-U3344a
FBgn0050418	FBtr0072263	nord
FBgn0033778	FBtr0087815	CG3790
FBgn0031055	FBtr0308570	et
FBgn0031055	FBtr0308571	et
FBgn0265074	FBtr0336836	CR44185
FBgn0030966	FBtr0074655	CG7280
FBgn0259718	FBtr0340023	CG42372
FBgn0259718	FBtr0299971	CG42372
FBgn0034218	FBtr0086918	CG18467
FBgn0261853	FBtr0303428	CG42782
FBgn0261853	FBtr0347196	CG42782
FBgn0033793	FBtr0087780	CG3955
FBgn0030049	FBtr0071213	Trf4-1
FBgn0030049	FBtr0331725	Trf4-1
FBgn0030049	FBtr0331724	Trf4-1
FBgn0030049	FBtr0112963	Trf4-1
FBgn0030049	FBtr0071212	Trf4-1
FBgn0030049	FBtr0331723	Trf4-1
FBgn0030049	FBtr0112964	Trf4-1
FBgn0032523	FBtr0080520	CG16956
FBgn0051143	FBtr0084482	tRNA:CR31143
FBgn0033086	FBtr0086116	CG9410
FBgn0033086	FBtr0086115	CG9410
FBgn0033086	FBtr0330253	CG9410
FBgn0031351	FBtr0077876	CG14352
FBgn0261802	FBtr0333744	CG42748
FBgn0261802	FBtr0303272	CG42748
FBgn0261802	FBtr0333742	CG42748
FBgn0261802	FBtr0333745	CG42748
FBgn0261802	FBtr0303277	CG42748
FBgn0261802	FBtr0303275	CG42748
FBgn0261802	FBtr0303273	CG42748
FBgn0261802	FBtr0303271	CG42748
FBgn0261802	FBtr0333743	CG42748
FBgn0261802	FBtr0303274	CG42748
FBgn0261802	FBtr0303276	CG42748
FBgn0037030	FBtr0078262	CG3288
FBgn0037030	FBtr0345826	CG3288
FBgn0039799	FBtr0085700	CG15543
FBgn0039799	FBtr0346147	CG15543
FBgn0266010	FBtr0343200	CR44783
FBgn0003751	FBtr0080078	trk
FBgn0038640	FBtr0083667	CG7706
FBgn0051410	FBtr0273369	Npc2e
FBgn0039335	FBtr0084835	Vps33B
FBgn0038871	FBtr0347217	CG3337
FBgn0038871	FBtr0084107	CG3337
FBgn0263352	FBtr0114592	Unr
FBgn0263352	FBtr0332984	Unr
FBgn0263352	FBtr0345595	Unr
FBgn0263352	FBtr0076661	Unr
FBgn0263352	FBtr0308954	Unr
FBgn0023169	FBtr0070218	AMPKalpha
FBgn0023169	FBtr0070217	AMPKalpha
FBgn0023169	FBtr0070216	AMPKalpha
FBgn0029174	FBtr0079872	FKBP59
FBgn0029174	FBtr0342837	FKBP59
FBgn0051971	FBtr0079064	tRNA:CR31971
FBgn0086082	FBtr0114358	snoRNA:Or-CD11
FBgn0035951	FBtr0076519	CG5068
FBgn0035951	FBtr0333907	CG5068
FBgn0039010	FBtr0084330	CG4907
FBgn0267747	FBtr0347314	CR46078
FBgn0035217	FBtr0072693	FucTD
FBgn0034785	FBtr0303785	CG3649
FBgn0267189	FBtr0346332	CR45629
FBgn0267189	FBtr0346334	CR45629
FBgn0267189	FBtr0346333	CR45629
FBgn0266019	FBtr0305604	rudhira
FBgn0266019	FBtr0333015	rudhira
FBgn0266019	FBtr0305605	rudhira
FBgn0266019	FBtr0305603	rudhira
FBgn0266019	FBtr0305606	rudhira
FBgn0051872	FBtr0080099	CG31872
FBgn0051872	FBtr0345637	CG31872
FBgn0261067	FBtr0071628	LSm1
FBgn0061492	FBtr0301446	loj
FBgn0061492	FBtr0301448	loj
FBgn0061492	FBtr0301447	loj
FBgn0053481	FBtr0334409	dpr7
FBgn0053481	FBtr0334408	dpr7
FBgn0266764	FBtr0345372	CR45229
FBgn0035238	FBtr0333360	CG12104
FBgn0035238	FBtr0344803	CG12104
FBgn0035238	FBtr0072825	CG12104
FBgn0034691	FBtr0071756	Synj
FBgn0034691	FBtr0308239	Synj
FBgn0034691	FBtr0071757	Synj
FBgn0051810	FBtr0080925	CG31810
FBgn0013701	FBtr0100873	mt:tRNA:N
FBgn0038100	FBtr0334509	Paip2
FBgn0038100	FBtr0082693	Paip2
FBgn0053490	FBtr0089526	CG33490
FBgn0265162	FBtr0337083	CR44231
FBgn0031849	FBtr0079315	CG11327
FBgn0036881	FBtr0113181	Cpr76Bd
FBgn0036881	FBtr0332756	Cpr76Bd
FBgn0036881	FBtr0332755	Cpr76Bd
FBgn0034094	FBtr0087130	Tsf3
FBgn0028686	FBtr0346274	Rpt3
FBgn0028686	FBtr0073436	Rpt3
FBgn0035590	FBtr0077180	Prpk
FBgn0032774	FBtr0081221	CG17549
FBgn0032774	FBtr0300823	CG17549
FBgn0032774	FBtr0081219	CG17549
FBgn0032774	FBtr0310645	CG17549
FBgn0032774	FBtr0081220	CG17549
FBgn0259229	FBtr0299796	CG42329
FBgn0050484	FBtr0331382	CG30484
FBgn0266069	FBtr0343396	CR44822
FBgn0001077	FBtr0081625	ftz
FBgn0039398	FBtr0084948	CG14540
FBgn0037489	FBtr0081599	CG1234
FBgn0264492	FBtr0070042	CkIIalpha
FBgn0264492	FBtr0344974	CkIIalpha
FBgn0264492	FBtr0070044	CkIIalpha
FBgn0264492	FBtr0070043	CkIIalpha
FBgn0264492	FBtr0111141	CkIIalpha
FBgn0264492	FBtr0345139	CkIIalpha
FBgn0264492	FBtr0345138	CkIIalpha
FBgn0267554	FBtr0346925	CR45894
FBgn0032168	FBtr0079892	CG13126
FBgn0032168	FBtr0343747	CG13126
FBgn0032899	FBtr0081428	CG9338
FBgn0032899	FBtr0333009	CG9338
FBgn0020294	FBtr0333449	ko
FBgn0020294	FBtr0078324	ko
FBgn0265762	FBtr0340727	CG44569
FBgn0260482	FBtr0073904	CG32599
FBgn0050299	FBtr0089058	tRNA:CR30299
FBgn0261934	FBtr0333047	dikar
FBgn0261934	FBtr0303749	dikar
FBgn0261934	FBtr0303751	dikar
FBgn0261934	FBtr0303750	dikar
FBgn0261934	FBtr0303748	dikar
FBgn0261934	FBtr0330145	dikar
FBgn0037548	FBtr0113204	CG7900
FBgn0031580	FBtr0077506	CG15423
FBgn0037015	FBtr0305579	cmpy
FBgn0037015	FBtr0113182	cmpy
FBgn0037015	FBtr0113183	cmpy
FBgn0032483	FBtr0080487	CG15482
FBgn0030851	FBtr0074486	CG8326
FBgn0267654	FBtr0347123	CR45992
FBgn0267654	FBtr0347122	CR45992
FBgn0034734	FBtr0071833	CG4554
FBgn0000497	FBtr0343249	ds
FBgn0000497	FBtr0078045	ds
FBgn0053817	FBtr0091821	His2A:CG33817
FBgn0033268	FBtr0088816	Obp44a
FBgn0033268	FBtr0339297	Obp44a
FBgn0028945	FBtr0080754	CG7631
FBgn0046301	FBtr0078448	CG7148
FBgn0265750	FBtr0340712	CR44557
FBgn0053795	FBtr0346810	CG33795
FBgn0031314	FBtr0077962	IntS14
FBgn0004108	FBtr0304018	Nrt
FBgn0004108	FBtr0075322	Nrt
FBgn0004108	FBtr0075323	Nrt
FBgn0263463	FBtr0309762	snoRNA:gcl-a
FBgn0002022	FBtr0081143	Catsup
FBgn0063670	FBtr0333870	CG40228
FBgn0063670	FBtr0333871	CG40228
FBgn0063670	FBtr0333872	CG40228
FBgn0063670	FBtr0113841	CG40228
FBgn0265785	FBtr0342613	CG44574
FBgn0000473	FBtr0086133	Cyp6a2
FBgn0266225	FBtr0343885	CR44920
FBgn0083988	FBtr0111041	snoRNA:Me28S-C3420a
FBgn0267127	FBtr0346223	CR45567
FBgn0054056	FBtr0100833	CG34056
FBgn0036059	FBtr0113158	nudE
FBgn0036059	FBtr0076344	nudE
FBgn0036059	FBtr0345695	nudE
FBgn0036059	FBtr0114600	nudE
FBgn0036059	FBtr0345694	nudE
FBgn0036059	FBtr0113159	nudE
FBgn0037996	FBtr0082625	CG4830
FBgn0267656	FBtr0347112	CR45994
FBgn0000308	FBtr0079235	chic
FBgn0000308	FBtr0309213	chic
FBgn0000308	FBtr0309212	chic
FBgn0000308	FBtr0079233	chic
FBgn0000308	FBtr0079234	chic
FBgn0000308	FBtr0079236	chic
FBgn0034060	FBtr0340015	CG8370
FBgn0034060	FBtr0087203	CG8370
FBgn0036859	FBtr0074992	CG14085
FBgn0000667	FBtr0333801	Actn
FBgn0000667	FBtr0333802	Actn
FBgn0000667	FBtr0310658	Actn
FBgn0000667	FBtr0070345	Actn
FBgn0000667	FBtr0070344	Actn
FBgn0000667	FBtr0310657	Actn
FBgn0000667	FBtr0070343	Actn
FBgn0000667	FBtr0303048	Actn
FBgn0000667	FBtr0310659	Actn
FBgn0053700	FBtr0301069	CG33700
FBgn0039110	FBtr0335003	RanBP3
FBgn0039110	FBtr0084468	RanBP3
FBgn0030961	FBtr0301153	CG7058
FBgn0031664	FBtr0306011	CG8892
FBgn0031664	FBtr0079045	CG8892
FBgn0031664	FBtr0331228	CG8892
FBgn0031664	FBtr0079046	CG8892
